#,Vertex Instructions / Second,Fragment Instructions / Second
0,287390619.607843,512493113.72549
1,451577690.140845,805281873.239437
2,346991515.151515,618777196.969697
3,265523942.028985,473499072.463768
4,403295798.742138,719182553.45912
5,362078102.766798,645680553.359684
6,335552234.432234,598377948.717949
7,439707648,784114464
8,408650230.483271,728730914.498141
9,309478918.918919,551882364.864865
10,387066591.549296,690241605.633803
11,419568366.412214,748200824.427481
12,424428231.660232,756867243.243243
13,445305777.777778,794097402.777778
14,373901061.22449,666764000
15,324843120.567376,579280780.141844
16,431811663.299663,770033845.117845
17,293138432,522742976
18,396848057.761733,707684534.296029
19,404143058.823529,720693441.176471
20,417973049.429658,745355954.372624
21,363514920.634921,648242777.777778
