#,Vertex Instructions / Second,Fragment Instructions / Second
0,198735714.285714,1933115476.19048
1,195640828.125,2028987593.75
2,205453292.307692,1874406600
3,200827669.172932,1953464060.15038
4,200326992,1948580400
5,190434980.988593,1974984121.673
6,209483152.941176,1911159670.58824
7,198737095.238095,1933115476.19048
8,199527490.039841,1940817131.4741
9,203118479.087452,1975746920.15209
10,198735714.285714,1933115476.19048
11,200326992,1948580400
12,200329776,1948580400
13,200828977.443609,1953464060.15038
