#,Vertex Instructions / Second,Fragment Instructions / Second
0,233361571.428571,1161097571.42857
1,173911361.21673,865304653.992395
2,206611905.13834,1028007335.96838
3,154956616.600791,771005501.976285
4,215410681.318681,1071782373.62637
5,182226565.737052,906673800.796813
6,252282084.942085,1255240617.76062
7,364453131.474104,1813347601.59363
8,382849828.125,1778848656.25
9,261364960,1300429280
10,236751971.014493,1294866101.44928
11,177971548.638132,885506319.066148
12,255239218.75,1269950468.75
13,390485498.007968,1942872430.27888
14,334423669.291339,1663935102.3622
15,334423669.291339,1663935102.3622
16,272255166.666667,1354613833.33333
17,150785400,750247661.538462
18,271219094.339623,1227706898.11321
19,205000454.901961,1146516000
20,140518150.537634,699155526.88172
21,232530462.633452,1156965551.60142
22,245635097.744361,1100870661.65414
23,294781172.932331,1587986872.18045
24,203484830.449827,1012444941.17647
25,182135233.449477,906222494.773519
26,179368109.803922,892451466.666667
27,206340126.315789,1026654694.73684
28,137558610.526316,684436463.157895
29,176596555.984556,878668432.432432
30,237596130.909091,1064842167.27273
