#,Vertex Instructions / Second,Fragment Instructions / Second
0,253506031.746032,697314206.349206
1,287116943.820225,789767101.123595
2,224941971.830986,618743591.549296
3,300628329.411765,826932611.764706
4,289283864.150943,795727607.54717
5,278764450.909091,766792058.181818
6,248896831.168831,684635766.233766
7,169790086.378738,467038352.159468
8,239264119.850187,658139250.93633
9,287116943.820225,789767101.123595
10,250523607.843137,689110509.803922
11,287116943.820225,789767101.123595
12,253004039.60396,695933386.138614
13,198088434.108527,544878077.51938
14,308403200,848318800
15,244764444.444444,673268888.888889
16,165394226.537217,454946744.33657
17,258987243.243243,712391270.27027
18,239264119.850187,658139250.93633
19,235732546.125461,648425018.450184
20,248574007.782101,683747782.101167
21,318280882.562278,875489153.024911
22,290379636.363636,798741727.272727
23,248574007.782101,683747782.101167
24,247610542.635659,681097596.899225
