#,Vertex Instructions / Second,Fragment Instructions / Second
0,101778240,1940542320
1,102797575.757576,1837887227.27273
2,101372749.003984,1932811075.69721
3,101778240,1940542320
4,101778240,1940542320
5,101372749.003984,1932811075.69721
6,100970476.190476,1925141190.47619
7,100184503.937008,2037052377.95276
8,104782084.942085,1873367675.67568
9,101372749.003984,1932811075.69721
10,100970476.190476,1925141190.47619
11,101372749.003984,1932811075.69721
12,102418354.716981,1952746988.67925
13,102418354.716981,1952746988.67925
14,100970476.190476,1925141190.47619
15,101778240,1940542320
16,100571383.399209,1917531936.75889
17,101778240,1940542320
18,101372749.003984,1932811075.69721
