#,Vertex Instructions / Second,Fragment Instructions / Second
0,9147840,1940138640
1,9147840,1940138640
2,9111394.42231076,1932409003.98406
3,9039367.58893281,1917133043.47826
4,9240242.42424242,1959736000
5,9147840,1940138640
6,9147840,1940138640
7,8186666.66666667,1858140766.28352
8,9111394.42231076,1932409003.98406
9,9147840,1940138640
10,9147840,1940138640
11,9147840,1940138640
12,9111394.42231076,1932409003.98406
13,9147840,1940138640
14,9111394.42231076,1932409003.98406
15,9111394.42231076,1932409003.98406
16,9147840,1940138640
17,9170766.91729323,1945001142.85714
18,9147840,1940138640
19,9111394.42231076,1932409003.98406
20,9111394.42231076,1932409003.98406
21,9170766.91729323,1945001142.85714
