#,Vertex Instructions / Second,Fragment Instructions / Second
0,77960796.812749,1934564701.19522
1,78272640,1942302960
2,78586987.9518072,1950103373.49398
3,76738196.0784314,1904218588.23529
4,78469112.7819549,1947170887.21805
5,79063878.7878788,1961922181.81818
6,77961115.5378486,1934564701.19522
7,77961115.5378486,1934564701.19522
8,79063575.7575758,1961922181.81818
9,77040314.9606299,1911715511.81102
10,78272960,1942302960
11,78174921.3483146,1939878112.35955
12,78765222.6415094,1954518701.88679
13,77961752.9880478,1934564701.19522
14,77960796.812749,1934564701.19522
15,78272960,1942302960
16,77960796.812749,1934564701.19522
17,79063575.7575758,1961922181.81818
18,77651746.031746,1926887857.14286
19,77961115.5378486,1934564701.19522
20,77651746.031746,1926887857.14286
21,79972352.4904215,1984473011.49425
22,77344822.1343873,1919271699.60474
23,78272960,1942302960
24,77651428.5714286,1926887857.14286
25,78273280,1942302960
26,78272960,1942302960
27,78273280,1942302960
28,77652380.952381,1926887857.14286
29,78469413.5338346,1947170887.21805
30,77883820.8955224,1932639761.19403
31,78468812.0300752,1947170887.21805
32,77652063.4920635,1926887857.14286
33,79063575.7575758,1961922181.81818
34,78282176,2071405856
35,78756830.1886792,1832723516.98113
36,79064181.8181818,1961922181.81818
37,77344505.9288538,1919271699.60474
38,78272640,1942302960
39,77961115.5378486,1934564701.19522
40,78272960,1942302960
41,78765524.5283019,1954518701.88679
42,77344822.1343873,1919271699.60474
43,78175220.9737828,1939878112.35955
44,77892119.4029851,2053071567.16418
45,79355437.2623574,1846660577.94677
46,77651428.5714286,1926887857.14286
47,78175220.9737828,1939878112.35955
48,78586987.9518072,1950103373.49398
