#,Vertex Instructions / Second,Fragment Instructions / Second
0,309646496.240601,1617583744.3609
1,171901953.488372,898014589.147287
2,173924329.411765,908579466.666667
3,219992513.888889,1149244861.11111
4,232935058.823529,1216847500
5,170579000,891106784.615385
6,244531480.701754,1164228238.59649
7,219323907.692308,1269846123.07692
8,337256456.273764,1639162752.85171
9,324914183.150183,1697346256.41026
10,194209869.731801,1138167586.2069
11,369782941.634241,1806218116.73152
12,380146080,1985895120
13,380146080,1985895120
14,377129047.619048,1970134047.61905
15,378631553.784861,1977983187.251
16,380146080,1985895120
17,335987696.969697,1755210333.33333
18,174619433.070866,1039226330.70866
19,203642042.857143,948601942.857143
20,177225426.573427,925825230.769231
21,251429809.52381,1441500968.25397
22,202206524.822695,1056327191.48936
23,200340490.118577,1046585043.47826
24,221875143.968872,1159082754.86381
25,179739843.971631,938957503.546099
26,221017069.767442,1154590186.04651
27,136744374.100719,714350762.589928
28,197308788.927336,1030741411.76471
29,174780372.413793,913055227.586207
